"","Step","DB_Index_Avg","DB_Index_Centroid","Norm_DB_Index_Avg","Norm_DB_Index_Centroid"
"653",653,0.534,0.425,0.652,0.702
"654",654,0.536,0.427,0.651,0.701
"655",655,0.537,0.428,0.651,0.7
"656",656,0.538,0.428,0.65,0.7
"657",657,0.552,0.442,0.644,0.693
"658",658,0.554,0.443,0.644,0.693
"659",659,0.555,0.444,0.643,0.693
"660",660,0.556,0.445,0.643,0.692
"661",661,0.557,0.446,0.642,0.692
"662",662,0.559,0.447,0.641,0.691
"663",663,0.559,0.447,0.641,0.691
"664",664,0.56,0.448,0.641,0.691
"665",665,0.561,0.448,0.641,0.691
"666",666,0.544,0.432,0.648,0.698
"667",667,0.544,0.432,0.648,0.698
"668",668,0.545,0.433,0.647,0.698
"669",669,0.547,0.434,0.646,0.697
"670",670,0.547,0.435,0.646,0.697
"671",671,0.547,0.434,0.646,0.697
"672",672,0.549,0.436,0.646,0.696
"673",673,0.549,0.435,0.646,0.697
"674",674,0.549,0.435,0.646,0.697
"675",675,0.566,0.452,0.639,0.689
"676",676,0.566,0.452,0.639,0.689
"677",677,0.567,0.452,0.638,0.689
"678",678,0.569,0.453,0.637,0.688
"679",679,0.569,0.453,0.637,0.688
"680",680,0.569,0.453,0.637,0.688
"681",681,0.571,0.454,0.637,0.688
"682",682,0.571,0.455,0.637,0.687
"683",683,0.572,0.456,0.636,0.687
"684",684,0.573,0.456,0.636,0.687
"685",685,0.573,0.456,0.636,0.687
"686",686,0.574,0.456,0.635,0.687
"687",687,0.574,0.457,0.635,0.686
"688",688,0.576,0.458,0.635,0.686
"689",689,0.576,0.458,0.635,0.686
"690",690,0.576,0.458,0.635,0.686
"691",691,0.577,0.458,0.634,0.686
"692",692,0.559,0.442,0.641,0.693
"693",693,0.56,0.442,0.641,0.693
"694",694,0.56,0.442,0.641,0.693
"695",695,0.56,0.442,0.641,0.693
"696",696,0.56,0.442,0.641,0.693
"697",697,0.56,0.442,0.641,0.693
"698",698,0.56,0.442,0.641,0.693
"699",699,0.563,0.442,0.64,0.693
"700",700,0.565,0.443,0.639,0.693
"701",701,0.566,0.444,0.639,0.693
"702",702,0.566,0.444,0.639,0.693
"703",703,0.567,0.445,0.638,0.692
"704",704,0.568,0.445,0.638,0.692
"705",705,0.568,0.446,0.638,0.692
"706",706,0.569,0.446,0.637,0.692
"707",707,0.569,0.445,0.637,0.692
"708",708,0.569,0.446,0.637,0.692
"709",709,0.569,0.446,0.637,0.692
"710",710,0.57,0.446,0.637,0.692
"711",711,0.57,0.446,0.637,0.692
"712",712,0.571,0.447,0.637,0.691
"713",713,0.59,0.466,0.629,0.682
"714",714,0.591,0.467,0.629,0.682
"715",715,0.574,0.45,0.635,0.69
"716",716,0.574,0.45,0.635,0.69
"717",717,0.574,0.45,0.635,0.69
"718",718,0.575,0.451,0.635,0.689
"719",719,0.576,0.451,0.635,0.689
"720",720,0.576,0.451,0.635,0.689
"721",721,0.577,0.452,0.634,0.689
"722",722,0.578,0.453,0.634,0.688
"723",723,0.578,0.453,0.634,0.688
"724",724,0.578,0.453,0.634,0.688
"725",725,0.579,0.453,0.633,0.688
"726",726,0.579,0.453,0.633,0.688
"727",727,0.579,0.453,0.633,0.688
"728",728,0.579,0.453,0.633,0.688
"729",729,0.581,0.454,0.633,0.688
"730",730,0.581,0.454,0.633,0.688
"731",731,0.581,0.454,0.633,0.688
"732",732,0.581,0.454,0.633,0.688
"733",733,0.581,0.454,0.633,0.688
"734",734,0.581,0.453,0.633,0.688
"735",735,0.582,0.454,0.632,0.688
"736",736,0.582,0.454,0.632,0.688
"737",737,0.583,0.455,0.632,0.687
"738",738,0.583,0.455,0.632,0.687
"739",739,0.583,0.455,0.632,0.687
"740",740,0.585,0.456,0.631,0.687
"741",741,0.601,0.471,0.625,0.68
"742",742,0.586,0.456,0.631,0.687
"743",743,0.586,0.456,0.631,0.687
"744",744,0.586,0.456,0.631,0.687
"745",745,0.586,0.456,0.631,0.687
"746",746,0.587,0.457,0.63,0.686
"747",747,0.587,0.457,0.63,0.686
"748",748,0.587,0.457,0.63,0.686
"749",749,0.605,0.473,0.623,0.679
"750",750,0.606,0.474,0.623,0.678
"751",751,0.596,0.463,0.627,0.684
"752",752,0.596,0.463,0.627,0.684
"753",753,0.589,0.458,0.629,0.686
"754",754,0.59,0.459,0.629,0.685
"755",755,0.59,0.459,0.629,0.685
"756",756,0.601,0.467,0.625,0.682
"757",757,0.601,0.467,0.625,0.682
"758",758,0.601,0.467,0.625,0.682
"759",759,0.602,0.467,0.624,0.682
"760",760,0.602,0.467,0.624,0.682
"761",761,0.604,0.468,0.623,0.681
"762",762,0.604,0.469,0.623,0.681
"763",763,0.596,0.463,0.627,0.684
"764",764,0.598,0.464,0.626,0.683
"765",765,0.598,0.464,0.626,0.683
"766",766,0.599,0.464,0.625,0.683
"767",767,0.612,0.474,0.62,0.678
"768",768,0.614,0.478,0.62,0.677
"769",769,0.615,0.478,0.619,0.677
"770",770,0.615,0.478,0.619,0.677
"771",771,0.615,0.478,0.619,0.677
"772",772,0.615,0.479,0.619,0.676
"773",773,0.615,0.479,0.619,0.676
"774",774,0.616,0.479,0.619,0.676
"775",775,0.617,0.48,0.618,0.676
"776",776,0.617,0.48,0.618,0.676
"777",777,0.618,0.48,0.618,0.676
"778",778,0.618,0.48,0.618,0.676
"779",779,0.618,0.48,0.618,0.676
"780",780,0.618,0.48,0.618,0.676
"781",781,0.619,0.481,0.618,0.675
"782",782,0.619,0.481,0.618,0.675
"783",783,0.614,0.474,0.62,0.678
"784",784,0.614,0.474,0.62,0.678
"785",785,0.615,0.473,0.619,0.679
"786",786,0.616,0.474,0.619,0.678
"787",787,0.616,0.474,0.619,0.678
"788",788,0.616,0.474,0.619,0.678
"789",789,0.623,0.483,0.616,0.674
"790",790,0.623,0.483,0.616,0.674
"791",791,0.623,0.483,0.616,0.674
"792",792,0.623,0.482,0.616,0.675
"793",793,0.623,0.482,0.616,0.675
"794",794,0.617,0.473,0.618,0.679
"795",795,0.617,0.473,0.618,0.679
"796",796,0.617,0.473,0.618,0.679
"797",797,0.617,0.473,0.618,0.679
"798",798,0.617,0.474,0.618,0.678
"799",799,0.617,0.473,0.618,0.679
"800",800,0.617,0.473,0.618,0.679
"801",801,0.618,0.474,0.618,0.678
"802",802,0.619,0.474,0.618,0.678
"803",803,0.62,0.475,0.617,0.678
"804",804,0.62,0.475,0.617,0.678
"805",805,0.62,0.475,0.617,0.678
"806",806,0.62,0.474,0.617,0.678
"807",807,0.62,0.474,0.617,0.678
"808",808,0.62,0.474,0.617,0.678
"809",809,0.62,0.474,0.617,0.678
"810",810,0.621,0.475,0.617,0.678
"811",811,0.623,0.476,0.616,0.678
"812",812,0.624,0.477,0.616,0.677
"813",813,0.624,0.477,0.616,0.677
"814",814,0.624,0.477,0.616,0.677
"815",815,0.624,0.476,0.616,0.678
"816",816,0.624,0.477,0.616,0.677
"817",817,0.626,0.478,0.615,0.677
"818",818,0.626,0.478,0.615,0.677
"819",819,0.627,0.478,0.615,0.677
"820",820,0.627,0.478,0.615,0.677
"821",821,0.627,0.478,0.615,0.677
"822",822,0.627,0.478,0.615,0.677
"823",823,0.628,0.479,0.614,0.676
"824",824,0.628,0.479,0.614,0.676
"825",825,0.628,0.479,0.614,0.676
"826",826,0.628,0.479,0.614,0.676
"827",827,0.631,0.485,0.613,0.673
"828",828,0.632,0.485,0.613,0.673
"829",829,0.632,0.485,0.613,0.673
"830",830,0.632,0.485,0.613,0.673
"831",831,0.632,0.486,0.613,0.673
"832",832,0.633,0.486,0.612,0.673
"833",833,0.633,0.486,0.612,0.673
"834",834,0.635,0.487,0.612,0.672
"835",835,0.636,0.488,0.611,0.672
"836",836,0.638,0.489,0.611,0.672
"837",837,0.638,0.489,0.611,0.672
"838",838,0.639,0.49,0.61,0.671
"839",839,0.639,0.491,0.61,0.671
"840",840,0.639,0.49,0.61,0.671
"841",841,0.64,0.491,0.61,0.671
"842",842,0.64,0.491,0.61,0.671
"843",843,0.64,0.491,0.61,0.671
"844",844,0.64,0.491,0.61,0.671
"845",845,0.64,0.491,0.61,0.671
"846",846,0.64,0.49,0.61,0.671
"847",847,0.642,0.492,0.609,0.67
"848",848,0.642,0.491,0.609,0.671
"849",849,0.642,0.491,0.609,0.671
"850",850,0.644,0.492,0.608,0.67
"851",851,0.644,0.491,0.608,0.671
"852",852,0.644,0.491,0.608,0.671
"853",853,0.645,0.492,0.608,0.67
"854",854,0.642,0.491,0.609,0.671
"855",855,0.643,0.492,0.609,0.67
"856",856,0.646,0.495,0.608,0.669
"857",857,0.647,0.495,0.607,0.669
"858",858,0.647,0.496,0.607,0.668
"859",859,0.648,0.496,0.607,0.668
"860",860,0.648,0.496,0.607,0.668
"861",861,0.649,0.496,0.606,0.668
"862",862,0.649,0.496,0.606,0.668
"863",863,0.649,0.496,0.606,0.668
"864",864,0.65,0.497,0.606,0.668
"865",865,0.651,0.498,0.606,0.668
"866",866,0.651,0.498,0.606,0.668
"867",867,0.652,0.499,0.605,0.667
"868",868,0.652,0.499,0.605,0.667
"869",869,0.652,0.499,0.605,0.667
"870",870,0.652,0.499,0.605,0.667
"871",871,0.653,0.5,0.605,0.667
"872",872,0.655,0.501,0.604,0.666
"873",873,0.655,0.501,0.604,0.666
"874",874,0.648,0.492,0.607,0.67
"875",875,0.641,0.483,0.609,0.674
"876",876,0.653,0.497,0.605,0.668
"877",877,0.653,0.497,0.605,0.668
"878",878,0.643,0.484,0.609,0.674
"879",879,0.642,0.484,0.609,0.674
"880",880,0.655,0.498,0.604,0.668
"881",881,0.654,0.498,0.605,0.668
"882",882,0.655,0.498,0.604,0.668
"883",883,0.654,0.497,0.605,0.668
"884",884,0.653,0.495,0.605,0.669
"885",885,0.652,0.495,0.605,0.669
"886",886,0.662,0.506,0.602,0.664
"887",887,0.65,0.491,0.606,0.671
"888",888,0.65,0.49,0.606,0.671
"889",889,0.65,0.49,0.606,0.671
"890",890,0.65,0.49,0.606,0.671
"891",891,0.65,0.49,0.606,0.671
"892",892,0.65,0.49,0.606,0.671
"893",893,0.65,0.49,0.606,0.671
"894",894,0.65,0.49,0.606,0.671
"895",895,0.65,0.489,0.606,0.672
"896",896,0.65,0.49,0.606,0.671
"897",897,0.651,0.49,0.606,0.671
"898",898,0.651,0.49,0.606,0.671
"899",899,0.652,0.491,0.605,0.671
"900",900,0.661,0.501,0.602,0.666
"901",901,0.661,0.501,0.602,0.666
"902",902,0.661,0.501,0.602,0.666
"903",903,0.661,0.501,0.602,0.666
"904",904,0.661,0.501,0.602,0.666
"905",905,0.653,0.492,0.605,0.67
"906",906,0.654,0.492,0.605,0.67
"907",907,0.654,0.492,0.605,0.67
"908",908,0.654,0.492,0.605,0.67
"909",909,0.654,0.492,0.605,0.67
"910",910,0.654,0.492,0.605,0.67
"911",911,0.654,0.492,0.605,0.67
"912",912,0.654,0.492,0.605,0.67
"913",913,0.655,0.492,0.604,0.67
"914",914,0.655,0.492,0.604,0.67
"915",915,0.667,0.505,0.6,0.664
"916",916,0.657,0.495,0.604,0.669
"917",917,0.658,0.496,0.603,0.668
"918",918,0.643,0.482,0.609,0.675
"919",919,0.642,0.482,0.609,0.675
"920",920,0.643,0.481,0.609,0.675
"921",921,0.642,0.481,0.609,0.675
"922",922,0.642,0.481,0.609,0.675
"923",923,0.642,0.481,0.609,0.675
"924",924,0.642,0.481,0.609,0.675
"925",925,0.642,0.481,0.609,0.675
"926",926,0.643,0.481,0.609,0.675
"927",927,0.643,0.481,0.609,0.675
"928",928,0.643,0.482,0.609,0.675
"929",929,0.643,0.482,0.609,0.675
"930",930,0.643,0.481,0.609,0.675
"931",931,0.643,0.481,0.609,0.675
"932",932,0.643,0.481,0.609,0.675
"933",933,0.644,0.482,0.608,0.675
"934",934,0.643,0.482,0.609,0.675
"935",935,0.643,0.481,0.609,0.675
"936",936,0.643,0.481,0.609,0.675
"937",937,0.644,0.482,0.608,0.675
"938",938,0.644,0.482,0.608,0.675
"939",939,0.643,0.481,0.609,0.675
"940",940,0.644,0.481,0.608,0.675
"941",941,0.643,0.481,0.609,0.675
"942",942,0.643,0.481,0.609,0.675
"943",943,0.644,0.482,0.608,0.675
"944",944,0.644,0.482,0.608,0.675
"945",945,0.646,0.483,0.608,0.674
"946",946,0.645,0.482,0.608,0.675
"947",947,0.645,0.482,0.608,0.675
"948",948,0.645,0.482,0.608,0.675
"949",949,0.645,0.482,0.608,0.675
"950",950,0.647,0.483,0.607,0.674
"951",951,0.646,0.483,0.608,0.674
"952",952,0.646,0.482,0.608,0.675
"953",953,0.646,0.482,0.608,0.675
"954",954,0.646,0.482,0.608,0.675
"955",955,0.646,0.483,0.608,0.674
"956",956,0.646,0.482,0.608,0.675
"957",957,0.646,0.483,0.608,0.674
"958",958,0.647,0.483,0.607,0.674
"959",959,0.647,0.483,0.607,0.674
"960",960,0.647,0.483,0.607,0.674
"961",961,0.646,0.483,0.608,0.674
"962",962,0.647,0.483,0.607,0.674
"963",963,0.647,0.483,0.607,0.674
"964",964,0.648,0.484,0.607,0.674
"965",965,0.672,0.508,0.598,0.663
"966",966,0.676,0.51,0.597,0.662
"967",967,0.667,0.5,0.6,0.667
"968",968,0.653,0.486,0.605,0.673
"969",969,0.652,0.486,0.605,0.673
"970",970,0.652,0.486,0.605,0.673
"971",971,0.652,0.485,0.605,0.673
"972",972,0.651,0.485,0.606,0.673
"973",973,0.651,0.485,0.606,0.673
"974",974,0.651,0.485,0.606,0.673
"975",975,0.65,0.484,0.606,0.674
"976",976,0.647,0.483,0.607,0.674
"977",977,0.646,0.483,0.608,0.674
"978",978,0.646,0.482,0.608,0.675
"979",979,0.646,0.482,0.608,0.675
"980",980,0.646,0.482,0.608,0.675
"981",981,0.646,0.482,0.608,0.675
"982",982,0.645,0.482,0.608,0.675
"983",983,0.676,0.509,0.597,0.663
"984",984,0.676,0.509,0.597,0.663
"985",985,0.647,0.483,0.607,0.674
"986",986,0.647,0.483,0.607,0.674
"987",987,0.648,0.484,0.607,0.674
"988",988,0.675,0.508,0.597,0.663
"989",989,0.674,0.508,0.597,0.663
"990",990,0.674,0.509,0.597,0.663
"991",991,0.673,0.509,0.598,0.663
"992",992,0.673,0.508,0.598,0.663
"993",993,0.673,0.508,0.598,0.663
"994",994,0.672,0.508,0.598,0.663
"995",995,0.672,0.507,0.598,0.664
"996",996,0.673,0.508,0.598,0.663
"997",997,0.673,0.508,0.598,0.663
"998",998,0.673,0.508,0.598,0.663
"999",999,0.673,0.508,0.598,0.663
"1000",1000,0.673,0.508,0.598,0.663
